packet_size,flow_duration,request_frequency,token_entropy,geo_velocity,trust_score,label
325.0,3.326619286869045,22,7.492253799076709,18.29765035913272,92.0,1
341.0,2.640218555965288,2,7.399010388245814,4.508486169163872,82.0,0
476.0,0.9144577504909414,5,7.49767244623348,27.24932966386414,93.57605383701328,1
878.0,0.4340898953060445,4,7.707753344586609,7.613776536756735,86.0,0
775.0,0.437132618367793,6,7.578731464774944,6.29539485776302,75.0,0
480.0,1.1216293408783868,7,7.437928359314867,14.429616060997542,96.57605383701328,1
436.0,4.155831751811864,6,7.784255901046658,0.182342648838925,71.0,0
447.0,5.503612068883667,4,7.43348700446808,0.1608888049731832,87.0,0
690.0,5.449154904291472,5,7.700079544660975,1.3127742654533652,80.0,0
552.0,2.7926303295231776,9,7.442153703590361,7.640442889910934,79.0,0
615.0,3.293437289856286,3,7.315636372223437,0.7689335845269618,78.0,0
358.0,2.0206523933850944,4,7.267433428476231,2.4605604280639968,96.0,0
601.0,0.8255960450040412,3,7.631222635415708,4.962921767666767,74.0,0
495.0,1.6099252872803755,3,7.319560893845085,4.357798909891821,83.0,0
591.0,0.4272562261777321,4,7.533578710388394,9.014396247784916,83.0,0
435.0,2.742075819276019,5,7.368370433969057,47.22251201120546,83.0,0
877.0,1.820685656652788,4,7.505689988329163,24.488059059423254,87.57605383701329,1
865.5158263775695,7.7633755438182845,1,7.389640306000802,4.737704031976109,73.0,1
507.0,1.5574064509301258,6,7.713119533963492,0.7453150277766986,93.0,0
390.0,0.0422225666496353,8,7.757548135375032,5.456431109057212,93.0,0
633.0,0.6645023561372257,7,7.824667201959365,0.5828749109492211,65.0,0
637.0,2.333588744987103,3,7.211332627262862,2.996584858135271,94.0,0
484.0,6.19612927982108,4,7.753820001696639,12.234261787766751,78.0,0
555.0,0.791979981726631,7,7.579145137555992,7.218634387902854,71.0,0
1629.4559002874798,0.7340058157116175,2,7.455901022981263,3.8011688390116527,72.0,1
564.0,1.6717770238133731,5,7.266604994217489,2.162878231775326,78.0,0
388.0,0.883570703734011,5,7.765390451188463,2.514153611836314,69.0,0
501.0,3.168173316312825,7,7.64736302663367,3.0905802179022253,75.0,0
418.0,1.2761691960283152,3,7.378380761695311,9.168822362681052,71.0,0
1528.8003196773843,0.4950613316319142,3,7.778174867039364,4.897031394605967,54.0,1
375.0,0.4321558080174366,4,7.521466048533627,3.0629159284114422,77.0,0
691.0,0.4182353586638307,20,7.488044353891061,8.49567176567536,91.0,1
382.0,3.3331442841234304,24,7.451125560172108,0.5107324799688144,94.0,1
308.0,0.097820109931161,2,7.678867150954674,1.0816986067703254,75.0,0
1522.378839590432,4.806583565233761,5,7.501021841957348,3.9235958854392594,70.0,1
556.0,0.8504753450173481,4,7.283508730091102,5.310754035039503,95.0,0
367.0,9.603108918474126,9,7.397585680240171,12.863838985757852,75.0,0
868.0,1.397076289669638,9,7.479525894278436,3.559694137149158,77.0,0
490.0,2.418499354944122,5,7.161461714136363,0.0940982782223782,84.0,0
526.0,3.740627515457085,28,7.552257221702486,1.0422230819400942,79.0,1
1757.1832733453325,0.038011491035087,6,7.481922816963125,4.608962187440731,67.0,1
599.0,4.058075363340863,4,7.2936349375055585,2.548303182239102,83.0,0
298.0,0.686199622985107,1,7.763226809850023,4.585811813646386,83.0,0
309.0,3.2293915801124515,3,7.660933424931635,77.40424198442439,85.0,0
1029.217788838874,2.3159024568484416,5,7.582909186225577,24.51571479395212,68.0,1
628.0,0.2156578752453373,6,7.663229233068128,54.423970377213806,70.0,0
579.0,5.949389369817191,5,7.118656054987443,1.1046045363720178,74.0,0
824.0,2.580813003078351,9,7.578273502595936,6.950391306576481,66.0,0
572.0,3.3595321655220576,6,7.66889706833043,22.48411085972842,69.0,0
733.0,0.5106161409672508,6,7.633209396563576,6.819318538152801,84.0,0
319.0,3.285772749452654,22,7.448876704669494,12.44348265325822,90.0,1
1415.36184437212,1.5623013816780025,4,7.441598874571998,4.37088353694774,85.0,1
439.0,1.8951055948482989,5,7.40418430720289,4.186814793653816,92.0,0
587.0,0.0016286653978034,3,7.618769407213648,9.824404339852029,71.0,0
415.0,0.8346176525060551,3,7.516932714505488,2.371720462825876,84.0,0
599.0,2.575348686680863,8,7.116880963625627,16.134663521758785,75.0,0
237.0,0.5418601725223539,7,7.729743779370902,3.165719801717567,74.0,0
574.0,0.0640632981543428,30,7.542199080203039,14.045466357911058,90.0,1
1330.7255338968312,0.5876203620290154,2,7.275983074747639,14.224296634869187,61.0,1
440.0,3.569928962914466,20,7.480494141571447,11.494870797948966,94.0,1
717.0,0.5843841180844175,8,7.51078745677836,13.63788586432248,73.0,0
385.0,0.9333718995811962,3,7.555961401093584,13.288563977259908,79.0,0
728.0,1.429988924119142,4,7.823570131379866,0.8330259256461269,98.0,0
353.0,1.3761555439967803,27,7.496998030422893,12.550046882821578,79.0,1
1553.4418368053466,3.974133876089368,3,7.703648357054683,1.088119969537717,86.0,1
473.0,2.6375330609610885,6,7.729641014873295,1.177148878546589,83.0,0
832.0,1.3265123129040504,6,7.366493374913123,0.6383855313931315,90.0,0
694.0,8.27635079863876,7,7.481196883970705,39.9600472938354,89.0,0
1936.6842614428324,0.9747459537591586,6,7.286957760251397,15.19568980552971,75.0,1
410.0,0.6410648298035073,5,7.9609993877075,5.723092432548546,69.0,0
610.0,3.630701251266488,7,7.602715974512186,15.593465551752407,79.0,0
1139.3483844567695,0.3756162643049998,7,7.369920929622857,21.52469845834268,96.0,1
627.0,1.2908682313771012,2,7.265423641410821,7.343138718787219,70.0,0
385.0,1.879243494447545,6,7.2832450370086494,6.0545245424892,85.0,0
669.0,3.2193577796173583,5,7.452167795898133,0.9180547817661016,87.0,0
556.0,3.2538387749396507,5,7.316107630667954,14.086946609735664,68.0,0
436.0,3.604561203918256,5,7.278159439669705,16.451717515615442,91.0,0
326.0,0.0837261168474243,4,7.275009722908366,3.753218764839088,85.0,0
582.0,1.885646998848772,8,7.439356324828417,4.687156520104178,60.0,0
834.0,2.4633830057437502,28,7.522780284816188,18.09210084052399,91.0,1
482.0,0.9291044766124946,8,7.3021778212344755,8.936367557765927,100.0,0
1264.3365469747073,2.1363711230068403,1,7.129059594957226,0.0161486205396073,73.0,1
731.0,0.7222732322625239,12,7.481515399653428,1.0587879173362085,83.0,0
1777.0170488288936,0.3855621320945661,7,7.341684451316576,25.50654557787654,62.0,1
405.0,2.938681344399216,4,7.521770907534925,9.778194234142196,78.0,0
493.0,0.2563420199992262,6,7.457951109510088,2.713197921632822,90.57605383701328,1
673.0,2.1008363493001614,6,7.320714244567882,6.1645429227121165,90.0,0
257.0,1.6050352104129928,6,7.358924256906881,3.2769858498142983,71.0,0
577.0,4.799142918247218,3,7.623578582579601,12.274918217920588,100.0,0
438.0,0.1973679850941514,7,7.274032526858405,0.518108201955511,83.0,0
693.0,0.0001969783724708,29,7.403419101365358,13.851051462267469,74.0,1
648.0,2.897448141619798,4,7.48567971800213,0.426901666039265,87.0,0
543.0,0.2080188228223119,17,7.452648114313966,7.359612646257871,86.0,1
1517.382327339632,1.7469249737797667,3,7.669572987711635,19.476446380473902,95.0,1
270.0,4.52935038084427,3,7.464747338431606,2.321648023190217,82.0,0
646.0,0.8012800212700739,5,7.485074851765304,2.661178930512849,66.0,0
353.0,3.9520819378399312,5,7.588818242615918,6.298170379035735,73.0,0
406.0,2.4860597810363823,5,7.502461693459969,9.585361315294133,85.0,0
380.0,0.0783319399619805,7,7.781273794531824,3.839111490972712,81.0,0
518.0,0.8118621559460414,4,7.633417718344745,5.81450775529624,87.0,0
654.0,1.502671567208604,5,7.592546874688954,7.236446492956188,80.0,0
308.0,0.8570105803575955,21,7.520891729460591,10.919398679432105,73.0,1
531.0,0.7164234760311299,2,7.259129464493725,1.5577199363007364,80.0,0
690.0,0.8470937137254162,5,7.665271097624721,5.651548618932717,73.0,0
532.0,1.6804079982648612,4,7.813431977833265,0.2832448202076557,81.0,0
275.0,0.1756623107786171,7,7.6686699647804275,8.459107595001766,88.0,0
1610.1647987729311,5.423235702465352,5,7.537993880978882,21.330593441947983,70.0,1
400.0,2.494585607670106,6,7.633441400557267,3.0701267059993738,82.0,0
536.0,1.3119906595221569,4,7.810258674746696,2.140853108340627,100.0,1
783.0,4.97334964041502,8,8.0,13.092017329255158,95.0,0
348.0,0.4422505963050215,2,7.562358208794388,4.988936139507148,78.0,0
291.0,1.0493727868681444,3,7.34251943729484,22.439115425307588,87.57605383701329,1
1341.4157497200724,5.169581392340645,6,7.348973061867126,3.648392052635907,83.0,1
644.0,4.650357843031212,5,7.517958876113314,12.595799117387552,67.0,0
485.0,0.2327890575045057,5,7.855152255957592,9.634306636404432,76.0,0
598.0,2.924151364434593,6,7.783216782875828,22.151454704911497,87.0,0
464.0,1.650869974440568,2,7.345483829321314,12.431849412778288,74.0,0
778.0,2.90148375241298,7,7.49240646886102,11.007414966522486,70.0,0
553.0,0.8963430175304792,3,7.912238587305723,73.55276932327902,92.0,0
476.0,0.7050042887055346,4,7.519240461337346,13.08940478582186,92.0,0
605.0,0.9624557113460988,5,7.671698642037092,4.473304681362153,100.0,1
651.0,0.1437475442227596,3,7.78193529389093,22.463455457486337,73.0,0
384.0,1.937875304535026,8,7.598319817067972,22.87613905614087,94.0,0
537.0,1.6236054633490775,6,7.733489821741866,24.01180861563001,68.0,0
1728.5699512054362,1.702566600472006,3,7.333365253334016,1.687166669962831,88.0,1
574.0,2.5833820541230184,7,7.530973711553042,6.096204670256805,84.57605383701329,1
382.0,3.3331442841234304,5,7.501417029345305,0.5107324799688144,94.0,0
516.0,2.0793689905915684,4,7.886484121653057,2.1631134487026027,75.0,0
513.0,2.304841329917318,10,7.402746348332879,1.2507424472059627,91.0,0
320.0,1.7019520251093574,7,7.188891801839543,0.5897644954386274,68.0,0
383.0,3.311731525499676,17,7.520681553410556,0.779350662911355,81.0,1
383.0,3.311731525499676,2,7.548002441221799,0.779350662911355,81.0,0
356.0,1.0134492062461802,5,8.0,5.873455859843886,80.0,0
265.0,2.186357414615118,4,7.25848180295886,2.906324410291292,93.0,0
600.0,3.111251125364782,26,7.495622414450574,7.736722966197816,84.0,1
501.0,0.0427073697374776,9,7.333685075940037,1.261764779977474,69.0,0
304.0,0.670918859055896,9,7.614360238822677,5.151817274736985,79.0,0
206.0,0.470974313859849,7,7.593507201247224,4.92417998111984,90.0,0
229.0,1.6149651382132435,27,7.529554014722646,3.4863483731376417,80.0,1
560.0,3.822819950862902,4,7.536555765079568,16.015417007057938,77.0,0
468.0,1.2640022577174983,4,7.400639145797849,2.0734950051531005,100.0,1
402.0,2.908976470550759,27,7.463471497178793,6.306563542801905,90.0,1
451.0,0.7203479546939306,4,7.417443446098152,2.0136316276696604,77.0,0
471.0,0.7590075657003593,5,7.597578732861652,2.245126089866548,74.0,0
616.0,3.8780050903737178,4,7.679464551126379,15.006368671018285,99.0,0
587.0,2.2040484044955027,4,7.715995844555628,7.861437945882798,87.0,0
463.0,0.0793391297137466,6,7.66013875304056,18.22339242503674,87.0,0
1217.4104062332694,5.566793480580351,4,7.507520261236439,0.4446033337102388,73.0,1
369.0,0.9743596936199544,3,7.40315180308229,20.226204706530027,85.0,0
308.0,5.378344231949066,8,7.628391883722264,1.195934174313224,81.0,0
583.0,1.3490980885582378,27,7.501069484971038,19.795716809811434,92.0,1
90.0,0.5060621988925614,5,7.225451218453763,5.140801029184429,100.0,1
225.0,0.7939678218181259,2,7.453223496287545,1.620725181311651,74.0,0
274.0,0.244025127293834,4,7.114564341455003,8.254576841757315,84.0,0
340.0,5.658668433137787,6,7.571612648251373,7.642688855991119,92.0,0
405.0,4.805959502877891,5,7.113666575269693,9.842569292016714,63.0,0
811.0,1.32061366168082,26,7.47143434085798,2.1267045614210582,83.0,1
408.0,1.563519837720618,3,7.282465911787535,12.47753271285247,92.0,0
770.0,1.7880796465662732,5,7.442228653314082,9.014543207555835,66.0,0
377.0,2.088752044885149,7,7.233671188252526,0.29835560915713,72.0,0
550.0,0.3093086557322036,5,7.551342566631435,11.455684246071304,82.0,0
589.0,0.1701917721100324,9,7.17878026542841,5.190818521214816,63.0,0
376.0,0.0080248949585567,4,7.651374309823669,52.69148283262631,79.0,0
1535.226413581839,0.9076191755919856,6,7.22816558361257,18.43447357407364,91.0,1
692.0,0.4997673639630726,5,7.501998348490297,8.718052402385684,84.0,0
763.0,1.115274269360719,6,7.369211786440887,23.746308916456748,87.0,0
315.0,4.30768526416264,30,7.477876483365537,18.980723297110327,79.0,1
225.0,0.1290423559970223,7,7.688299783244014,6.568904953262676,70.0,0
792.0,2.3126764334490333,1,7.3701117096071185,1.5942289838652055,78.57605383701329,1
754.0,3.0008129222227025,3,7.479231350828543,2.824620734531646,78.0,0
205.0,2.9082153648787368,7,7.172390060860689,31.75924639634905,86.0,0
324.0,0.8928011076398487,4,7.337873381021632,7.538193260329979,90.0,0
486.0,2.254154841278024,6,7.505694422586715,2.631117786191725,81.0,0
178.0,2.423600409969708,6,7.52022661042626,0.3871536362130933,68.0,0
503.0,1.7869075418004547,11,7.750112516506662,14.682890965328433,78.0,0
346.0,0.210438156556339,5,7.311944476904994,4.364774120916634,76.0,0
127.0,2.623146155409574,4,7.2595311165638,0.9970725059678665,76.0,0
552.0,0.2084117720105849,5,7.23611511991248,1.4050675331145883,76.0,0
420.0,1.2005350137457491,5,7.428564014907933,11.648501392586164,72.0,0
518.0,2.023282533439886,5,7.363681676574977,20.77272180795216,71.0,0
147.0,0.8415679946066216,4,7.698411978362358,25.964687179843,84.57605383701329,1
386.0,0.3729147657752144,17,7.514112142612528,5.820829964360343,94.0,1
1552.8107069836594,0.6570944396975728,4,7.435636499413157,9.699531035795795,81.0,1
818.0,7.168649357694662,8,7.699652290167363,11.563080381234697,77.0,0
379.0,2.232753169607283,3,7.659718565566179,16.79202267564893,85.0,0
510.0,3.151667982336072,6,7.617073446961365,5.897208592279749,81.0,0
313.0,0.8286846431654273,5,7.315341384549004,21.08959479602332,88.0,0
1441.9441712069406,3.251626619341421,6,7.780947435145338,1.6681244788075176,72.0,1
824.0,4.219839944578331,3,7.309833685035026,13.110679226239558,76.0,0
464.0,5.048227574271101,10,7.356007418105017,43.26257732025699,87.0,0
389.0,0.065465947950199,3,7.386365920149454,1.7917663458673936,84.0,0
563.0,2.0760465276532543,12,7.976351326672033,15.289892579878584,93.0,0
423.0,3.306417288910832,3,7.541251411496417,11.614426631427431,87.0,0
438.0,0.0255085008425523,4,7.673588673306861,12.596308692770696,79.0,0
729.0,0.3335048459818002,1,7.348184254250271,8.29623036337616,82.0,0
385.0,1.0029940519118992,1,7.302380305000879,2.7858571684432656,84.0,0
437.0,5.169581392340645,6,7.348973061867126,3.648392052635907,83.0,0
407.0,2.337607774406345,5,7.611010068856954,13.7179401220115,81.0,0
417.0,2.330407013301227,8,7.6448378793038065,13.551491370971062,54.0,0
686.0,3.942806843871813,8,7.510831196461445,6.122338792990875,81.0,0
386.0,0.2260897711284702,5,7.539335430991509,1.5739246556973507,82.0,0
768.0,0.9747459537591586,6,7.286957760251397,15.19568980552971,75.0,0
548.0,1.1698476524116266,4,7.363053290719517,5.542612918548483,70.0,0
445.0,0.4435952940741539,19,7.509973970224644,4.2347519203558175,87.0,1
553.0,0.9239399182200316,9,7.640952030308934,11.6843584073248,79.0,0
489.0,1.1842198131373916,4,7.435916181721651,0.6362591869824906,63.0,0
557.0,0.5163982940069956,7,7.353296975844869,1.5249129108113078,83.0,0
353.0,0.8767250844061734,23,7.502068805140352,1.699141628506412,67.0,1
710.0,3.452891044151485,3,7.161036586897221,4.337745567351982,84.0,0
721.0,0.5070296742339179,3,7.452904321957133,0.0005123937522753,60.0,0
1641.5577916720931,1.9295628611793991,8,7.444438715014295,2.288359084511478,58.0,1
477.0,1.518198575508972,4,7.750839631847221,5.461019637160788,73.0,0
517.0,1.3908429824015294,3,7.390099441346359,5.928119426634847,94.0,0
619.0,0.481199122875301,8,7.565725024978692,5.785958749403617,75.0,0
843.0,2.108490281642843,5,7.485218484557562,13.099316891249842,74.0,0
355.0,4.329812436230904,7,7.533568554091855,7.842951843695573,93.0,0
477.0,0.0581931483343318,5,7.3351108425348865,3.991706677317693,93.0,0
658.0,3.875099944488873,3,7.641018543765615,0.6940534554472432,79.0,0
332.0,6.211875921333474,4,7.171278939197246,25.527444909514067,75.0,0
1094.9455953528288,0.1744274203975108,5,7.265148922739154,0.8662182271066077,100.0,1
908.0,7.259639427281432,4,7.386054327628062,0.4396195127181262,95.0,0
393.0,0.6821211650046668,6,7.388423328571277,2.577376656030954,65.0,0
765.0,1.9930742352343924,4,7.78621648428546,1.6687955424684129,72.0,0
397.0,2.989548633545333,8,7.550442914034745,12.174616228111573,97.0,0
418.0,1.4337333108555164,4,7.386790303522473,15.489602380605715,72.0,0
359.0,1.5452273626103756,12,7.182509684036629,7.922695017011131,91.0,0
558.0,1.7244937407209815,1,7.407583248812221,1.1904228303571291,97.0,0
210.0,1.6141516856692186,6,7.467509067185994,9.915266912258152,81.0,0
289.0,0.5949214272597098,7,7.908936087300591,4.65009108278988,77.0,0
645.0,1.2057099586361468,6,7.433459441800411,8.877081323467358,79.0,0
609.0,0.2114743122841911,5,7.624954408598728,1.380689361198446,90.0,0
691.0,0.9071158982576902,26,7.479192380105163,10.211151085966216,72.0,1
495.0,1.6229755219343311,26,7.565436723498362,11.489098082431662,70.0,1
185.0,4.204243676790198,6,7.301774085554136,46.440145388282815,69.0,0
443.0,1.2540890783649468,3,7.917441517907393,21.150068632709,90.0,0
503.0,1.7869075418004547,47,7.539292499540671,14.682890965328433,78.0,1
1346.2708341752996,2.3590932867460315,5,7.442337042479498,4.207379708084352,75.0,1
371.0,0.8759538218870794,7,7.313161218728396,4.116807047195668,78.0,0
491.0,0.1251857635763343,5,7.738365720179289,11.393169800383625,79.0,0
635.0,0.0437367361075099,26,7.517719137662475,19.044823975014573,77.0,1
624.0,0.302533771298244,5,7.65380005372918,42.45811426417671,85.0,0
578.0,2.075774488170344,5,7.610183578021152,26.71573985644702,72.0,0
679.0,7.533540326487818,10,7.519799793784061,2.90825449460825,85.0,0
388.0,1.6685585488125594,2,7.826506079001366,4.976640417287712,74.0,0
564.0,0.4794796973642406,6,7.56469034872665,15.336894269540256,100.0,1
571.0,0.3301288956797,5,7.313939606866275,1.4708529149525749,89.57605383701329,1
252.0,7.645136256122001,1,7.214992418701163,10.475849530912962,83.0,0
436.0,0.3310091320733056,4,7.34068354655679,3.662715798841739,82.0,0
588.0,1.4924901075933683,3,7.303816660019216,38.488064129412464,86.0,0
504.0,2.477565252465652,7,7.229422418497203,1.9557184965743004,82.0,0
563.0,5.9677821543158265,3,7.476579121928385,9.930016477639606,88.0,0
549.0,3.236051231591482,3,7.5198973915898675,4.467150752045052,78.0,0
357.0,0.3151714980550869,8,7.8575180836291265,0.9529073640562908,67.0,0
475.0,2.353288390431521,5,7.448666263922106,2.841486567569576,67.0,0
374.0,6.56713934806969,2,7.478711761255965,6.861922570978171,80.0,0
335.0,0.7026852224390987,4,7.390430222408952,21.168373185366683,72.0,0
232.0,6.254379515874804,1,7.658082829560048,29.57270583194365,81.0,0
549.0,1.5207248525172414,5,7.332106378722608,9.508478445436864,70.0,0
360.0,0.6190048058451866,3,7.485582422814989,21.305000757354044,88.0,0
324.0,0.8928011076398487,31,7.5606807545506305,7.538193260329979,90.0,1
245.0,4.109310633746704,3,7.384474154690277,1.3786437708186428,72.0,0
495.0,1.7167328703780156,5,7.62453996923294,7.780636018852029,78.0,0
382.0,0.6076549919928573,5,7.1368588163280124,8.166800589223268,91.0,0
710.0,0.0523599720393452,3,7.288869871534497,6.625148681359145,74.0,0
673.0,1.0504181746500807,6,7.320714244567882,6.1645429227121165,100.0,1
487.0,0.4847146345952692,7,7.354820558491974,1.272058211389437,100.0,1
375.0,3.271281176212681,2,7.544170734534994,10.823366974490572,77.0,0
635.0,0.0437367361075099,3,7.521653787696839,19.044823975014573,77.0,0
413.0,2.9613814499610114,0,7.648670765101146,11.59912985073329,75.0,0
2084.6777332987094,1.3265123129040504,6,7.366493374913123,0.6383855313931315,90.0,1
276.0,1.021739177417244,4,7.444830421179368,5.954603140633557,95.0,0
590.0,0.996134486238374,5,7.729152767410903,6.007979381368712,85.0,0
674.0,1.6300875243259376,6,7.142586210635559,4.803726138376895,77.0,0
762.0,2.047611511812632,7,7.545166565962199,1.6775156849679909,89.0,0
456.0,1.1693973896502097,6,7.741649054036946,8.842359724685878,56.0,0
542.0,0.718099274506928,2,7.538903358104679,17.920227605965394,85.0,0
377.0,1.3656683721445702,2,7.32783304161327,6.882719899773363,81.0,0
536.0,2.6239813190443138,4,7.810258674746696,2.140853108340627,92.0,0
426.0,2.443788671537886,6,7.606497291613402,1.207143113632942,99.0,0
713.0,1.2405230944672585,2,7.797507371212655,10.665857893597169,74.0,0
729.0,2.763713022548673,5,7.431857565715362,9.68820033471602,78.0,0
680.0,2.207178462305461,5,7.286230408855578,2.45646545291547,68.0,0
344.0,0.1944797609192801,9,7.700070994244402,15.998931285662747,85.0,0
509.0,0.3439664155256543,6,7.611911589295405,1.0189322611585097,86.0,0
623.0,2.5079529342389413,5,7.303184982968833,3.155411335432279,70.0,0
488.0,0.038011491035087,28,7.477930239017124,4.608962187440731,67.0,1
1449.7862150567612,3.2742190774759514,9,7.478104997671744,0.1075351066517776,94.0,1
447.0,2.1835302199155926,3,7.563969591374199,9.223135798519134,86.0,0
510.0,0.962452808298272,23,7.6125983412014895,19.413340306169808,66.0,1
1456.8148879291875,0.1005322480417422,1,7.497348168411082,4.132952584116679,80.0,1
447.0,5.756128363281998,3,7.280158118667521,16.255792577911677,97.0,0
539.0,0.5886256485492855,3,7.864246259848294,13.294304417572109,66.0,0
565.0,0.0798233184557657,2,7.881803178963617,18.410875866485053,85.0,0
585.0,0.2882496725145753,5,7.344278941297078,22.906169292684687,74.57605383701329,1
591.0,2.1134914878540862,7,7.569423706721047,9.106336411467614,78.0,0
411.0,1.0960432802276925,27,7.428714027166636,9.524895788054058,89.0,1
431.0,1.263982782136847,2,7.544072613517025,0.2257149125744639,80.0,0
870.0,2.3229450483560794,4,7.204352478939005,6.822806493186961,79.0,0
680.0,0.0103539017558552,4,7.084177386995722,3.6561531962054543,85.0,0
612.0,1.7707195368787292,4,7.609113372424118,20.15634201315936,71.0,0
645.0,1.1255682470085293,5,7.070159387429338,26.253007204444422,73.0,0
503.0,1.7747584795758966,4,7.708744582785422,24.4667879780938,86.0,0
579.0,0.544658733777814,9,7.766401896313226,1.5649861478802205,67.0,0
380.0,0.9584806213854328,4,7.543496660886254,13.992551471405498,79.0,0
595.0,1.36053742615677,2,7.726701867113935,7.362670990058353,100.0,1
372.0,2.787794627184608,8,7.400878649141453,7.774833818902604,73.0,0
421.0,1.7154713687759626,6,7.4225669993449666,22.15750334196629,74.0,0
720.0,0.2851872424754195,6,7.256563247766911,0.0992129827359811,100.0,0
691.0,0.901531114446696,5,7.191830745024792,14.433310396443932,94.57605383701328,1
734.0,1.0273343690496448,5,7.485000180030096,16.489488834992965,78.0,0
352.0,2.4185361039924267,6,7.608106589032727,3.824757212418348,87.0,0
476.0,0.7003866067440369,6,7.240661345281214,6.788367352981769,70.0,0
712.0,0.1989566171747288,5,7.35952057793812,3.4826161443823453,75.0,0
321.0,2.5525483152269888,9,7.790127366555335,10.251299192657877,67.0,0
518.0,2.5346468380471885,9,7.674724190281477,16.105200531735694,71.0,0
719.0,5.384443609707229,9,7.55592383656228,13.341135511394118,68.0,0
415.0,3.468391575636737,4,7.560919403553277,7.367562470086067,70.0,0
529.0,1.0630100065441568,3,7.610008330267638,5.919649244992176,90.0,0
407.0,1.59842044457583,3,7.317291186620078,3.4932327977986475,78.0,0
